UF;cidade;publicacao;data_publicacao;link;titulo_publicacao;texto_contrato
Estado de Minas Gerais;Prefeitura Municipal de Conselheiro Pena;Edição Nº 141 de 27/07/2022 - Pág. 248;27/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-418286356;"
        EXTRATO DE CONTRATO
      ";Contrato nº 068/2022, Processo Licitatório nº 087/2022, Inexigibilidade 022/2022. Objeto: Contratação de show musical da cantora Paula Mattos para apresentação artística da 40ª (quadragésima) exposição agropecuária de Conselheiro Pena/MG, a realizar-se no dia 23 de setembro de 2022. Empresa Contratada: Mais Edições Musicais e Entretenimento Ltda, CNPJ: 10.685.658/0001-38. Valor do Contrato: R$ 65.000,00 (sessenta e cinco mil reais). Nádia Filomena Dutra França - Prefeita Municipal.
Prefeitura Municipal de Triunfo;Secretaria de Admininistração;Edição Nº 138 de 22/07/2022 - Pág. 368;22/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-417277323;"
        EXTRATO DE CONTRATO
      ";"OBJETO: CONTRATAÇÃO DE EMPRESA PARA APRESENTAÇÃO DE SHOW MUSICAL, ATARVES DE EXCLUSIVIDADE DOS ARTISTAS ""EDSON CANTOR"" ""MOBRAL E FARRA DE BAKANA, NO DIA 24 E PRIMEIRAS HORAS DO DIA 25 DE MAIO DE 2022, EM PRAÇA PUBLICA NA COMEMORAÇÃO ""19º TRIUNFEST"" REALIZADO NO DIA 23 E 24/07/2022, NO MUNICÍPIO DE TRIUNO - PB CONTRATAÇÃO DE EMPRESA PARA APRESENTAÇÃO DE SHOW MUSICAL, ATARVES DE EXCLUSIVIDADE DOS ARTISTAS ""EDSON CANTOR"" ""MOBRAL E FARRA DE BAKANA, NO DIA 24 E PRIMEIRAS HORAS DO DIA 25 DE MAIO DE 2022, EM. FUNDAMENTO LEGAL: Inexigibilidade de Licitação nº IN00006/2022. DOTAÇÃO: Recursos Próprios do Município de Triunfo: 02 PODER EXECUTIVO 02.100 SECCRETARIA DE CULTURA E TURISMO 13 CULTURA 13.392 DIFUSÃO CULTURAL 13.392.1005 ARTE E CULTURA 13.392.1005.1002 REALIZAÇÃO DE FESTIVIDADES E PROMOÇÕES SOCIAIS 3.3.90.36 OUTROS SERVIÇOS DE TERCEIROS - PESSOA FÍSICA 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS 3.3.90.30 MATERIAL DE CONSUMO 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS 3.3.90.39 OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA 1.500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS. VIGÊNCIA: até o final do exercício financeiro de 2022. PARTES CONTRATANTES: Prefeitura Municipal de Triunfo e: CT Nº 00073/2022 - 11.07.22 - MK DE LIMA - R$ 18 000,00."
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 138 de 22/07/2022 - Pág. 356;22/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-417272554;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº 20220544ORIGEM INEXIGIBILIDADE Nº 6/2022-11SECULTCONTRATANTE SECRETARIA MUNICIPAL DE CULTURACONTRATADA(O) M A PRODUÇÃO DE EVENTOS LIMITADAOBJETO Show musical da artista MANU BAHTIDÃO nas festividades em comemoração ao 28º aniversário da Vila Palmares II, no Município de Parauapebas, Estado do Pará, que acontecerá no dia 25 de junho de 2022.VALOR TOTAL R$ 120.000,00 (cento e vinte mil reais)VIGÊNCIA 01 (um) mês, iniciando a partir da assinatura das partes.EMISSÃO 24 de Junho de 2022.
Estado de Minas Gerais;Prefeitura Municipal de Brasília de Minas;Edição Nº 134 de 18/07/2022 - Pág. 204;18/07/2022;https://www.in.gov.br/web/dou/-/extratos-de-contrato-416142083;"
        EXTRATOS DE CONTRATO
      ";"Proc. 52/22 - Chamada Pública 01/22 - Aquisição de frutas e hortaliças da agricultura familiar para atender a rede escolar municipal de ensino. Contr.: Cooperativa dos pequenos produtores rurais de Brasília de Minas - COOPEBRAM. V. Total: R$ 95.881,00. Vigência: 05/07/2023.Proc. 66/22 - Disp. 014/22 - Contratação de empresa para prestação de serviços de calibração (in loco). Contr.: Quanta Serviços Eireli-ME. V. Total: R$ 2.660,30. Vigência: 13/07/2023.Proc. 63/22 - TP 07/22 - Contratação de empresa para execução de obra de revitalização de praça no Distrito de Vila de Fátima, provenientes de recursos através de emendas parlamentares de transferência especial do estado de Minas Gerais - Resolução SEGOV n° 011/2021 de 03 de maio de 2021. Contr.: APCONP-Engenharia-Ltda. V. Total: R$ 65.352,20. Vigência: 30/11/2022.Proc. 56/22 - Inex.07/22 - Contratação de atração musical denominada dupla ""Fernando e Sorocaba"", para execução de show musical na realização do evento XXIV Vaquejada Nacional do Município de Brasília de Minas/MG. Contratada: Jose Carlos de Assis Produções Artísticas Ltda. V. Total: R$ 165.000,00. Vigência: 22/09/2022.1° Aditivo a Ata 126/21- Proc. 132/21- PE 64/21- Registro de preços aquisição de gêneros alimentícios. Contratada: Miras Distribuidora Ltda. V. Total: R$ 3.121,64.1° Aditivo a Ata 75/21- Proc. 102/21- PP 48/21- Registro de preços aquisição de medicamentos. Contratada: Tidimar Comercio de Produtos Med. Hosp. Ltda. V. Total: R$ 104.101,80.Pregão Presencial nº 037/2022- Registro de preços para contratação de empresa para prestação de serviços de buffet e decoração. Sessão: 02/08/2022 às 8h30min. Edital e-mail licitacao@brasiliademinas.mg.gov.br e pelo site www.brasiliademinas.mg.gov.br.PREGÃO PRESENCIAL Nº 36/2022Pregão Presencial Nº 036/2022- Registro de preços para contratação de empresa para prestação de serviços de confecção de uniformes personalizados. Sessão: 03/08/2022 às 8h30min. Edital e-mail licitacao@brasiliademinas.mg.gov.br e pelo site www.brasiliademinas.mg.gov.br.Pregão Eletrônico Nº 038/2022 - Registro de preços para aquisição de utensílios domésticos. Sessão: 04/08/2022 às 8h. Edital e-mail licitacao@brasiliademinas.mg.gov.br; www.portaldecompraspublicas.com.br e pelo site www.brasiliademinas.mg.gov.br."
Estado do Mato Grosso do Sul;Prefeitura Municipal de Nova Andradina;Edição Nº 134 de 18/07/2022 - Pág. 203;18/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-124/2022-416141599;"
        EXTRATO DE CONTRATO Nº 124/2022
      ";"CONTRATANTES: MUNICÍPIO DE NOVA ANDRADINA, e outro lado a empresa COMERCIAL IMPORTADORA E EXPORTADORA BRASILEIRA LTDA:DO OBJETO: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM EXECUÇÃO DE SERVIÇOS DE SHOW PIROTÉCNICO E SHOW PIRO MUSICAL COM GRANDE IMPACTO, EMOÇÃO, BRILHO, CORES E EFEITOS ESPECAIS PARA ATENDER XXXVIII FEJUNA 2022, constante do Processo n° 105505/2022.DO VALOR E DOS RECURSOS ORÇAMENTÁRIOS: Fica ajustado o valor total do presente Contrato em R$162.500,00 (cento e sessentas e dois mil e quinhentos reais).Empenho n.: 1521/2022; Proj. /Ativ.: 2.090 - Gestão da Secretaria de Finanças e Gestão, Elemento de despesa: 3.3.90.39.00.00.00.00.00.01.1000 (0000) - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA. Cód. Red.: 168.VIGÊNCIA DESTE INSTRUMENTO: A vigência deste instrumento será contada da assinatura do contrato pelo período de 90 (noventa) dias, podendo ser prorrogado a critério do Contratante, nos termos do artigo 57, da lei 8.666/93. Nova Andradina - MS, 15 de julho de 2022. ASSINAM: EMERSON NANTES DE MATOS Secretário Municipal de Finanças E Gestão Ordenador de despesas Contratante; COMERCIAL IMPORTADORA E EXPORTADORA EXPORTADORA BRASILEIRA LTDA Vralden Porto"
Estado do Pará;Prefeitura Municipal de Cumarú do Norte;Edição Nº 134 de 18/07/2022 - Pág. 220;18/07/2022;https://www.in.gov.br/web/dou/-/extratos-de-contrato-416057202;"
        EXTRATOs DE CONTRATO
      ";"Processo de Licitação nº 049/2022-CPL Pregão Eletrônico nº 033/2022-CPL. Prefeitura Municipal de Cumaru do Norte. Contrato nº. 280/2022 - Cleonice Borges de Jesus Araújo - ME, CNPJ: 08.490.949/0001-29. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 12.492,00. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 285/2022 - RBMF Comercio Atacadista de Produtos Alimentícios e Serviços EIRELI, CNPJ: 06.916.722/0001-77. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 11.439,00. vigência: 11/07/2022 a 31/12/2022.Fundo Municipal de Saúde. Contrato nº. 281/2022 - Cleonice Borges de Jesus Araújo - ME, CNPJ: 08.490.949/0001-29. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 16.420,00. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 286/2022 - RBMF Comercio Atacadista de Produtos Alimentícios e Serviços EIRELI, CNPJ: 06.916.722/0001-77. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 37.158,80. vigência: 11/07/2022 a 31/12/2022.Fundo Municipal de Educação. Contrato nº. 282/2022 - Cleonice Borges de Jesus Araújo - ME, CNPJ: 08.490.949/0001-29. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 178.600,00. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 287/2022 - RBMF Comercio Atacadista de Produtos Alimentícios e Serviços EIRELI, CNPJ: 06.916.722/0001-77. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 29.018,50. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 290/2022 - Reis Industria e Comercio de Bolsas e Promocionais, CNPJ: 12.533.412/0001-76. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 9.485,00. vigência: 11/07/2022 a 31/12/2022.Fundo Municipal de Meio ambiente. Contrato nº. 283/2022 - Cleonice Borges de Jesus Araújo - ME, CNPJ: 08.490.949/0001-29. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 4.455,00. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 288/2022 - RBMF Comercio Atacadista de Produtos Alimentícios e Serviços EIRELI, CNPJ: 06.916.722/0001-77. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 5.000,00. vigência: 11/07/2022 a 31/12/2022.Fundo Municipal de Assistência Social. Contrato nº. 284/2022 - Cleonice Borges de Jesus Araújo - ME, CNPJ: 08.490.949/0001-29 Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 55.247,00. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 289/2022 - RBMF Comercio Atacadista de Produtos Alimentícios e Serviços EIRELI, CNPJ: 06.916.722/0001-77. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 52.257,60. vigência: 11/07/2022 a 31/12/2022. Contrato nº. 291/2022 - Reis Industria e Comercio de Bolsas e Promocionais, CNPJ: 12.533.412/0001-76. Objeto: prestação de serviços de malharia e confecções em geral. Valor total R$ 15.425,00. vigência: 11/07/2022 a 31/12/2022.Prefeitura Municipal de Cumaru do Norte. Contrato nº. 277/2022 - MARIANA FAGUNDES PRODUÇÕES EIRELI, CNPJ: 28.037.230/0001-44. Processo de Licitação nº 055/2022-CPL Inexigibilidade nº 002/2022-CPL. Objeto: realização de show musical da banda ""Mariana Fagundes"" na XIV agropecuária do Município de Cumaru do Norte - PA. Valor total R$ 69.000,00. vigência: 07/07/2022 a 19/08/2022.Contrato nº. 278/2022 - R. S. COMERCIO E SERVIÇO EIRELI, CNPJ: 39.235.133/0001-82. Processo de Licitação Nº 056/2022-CPL Inexigibilidade nº 003/2022-CPL. Objeto: realização de show musical da banda ""Biu do Piseiro"" na XIV Agropecuária do Município de Cumaru do Norte. Valor total R$ 69.000,00. vigência: 07/07/2022 a 20/08/2022.Fundo Municipal de Assistência Social. Contrato nº 279/2022 - AHCOR COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA, CNPJ. 37.556.213/0001-04. Processo Licitatório nº 048/2022, Pregão Eletrônico nº 032/2022. Objeto: aquisição de 1.000 (mil) kit de cestas básicas destinados a atender famílias em situação de vulnerabilidade social e emergencial, Valor total R$ 175.146,00. Vigência 08/07/2022 a 31/12/2022."
Estado de Mato Grosso;Prefeitura Municipal de Canabrava do Norte;Edição Nº 133 de 15/07/2022 - Pág. 1788;15/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-68/2022-415729053;"
        EXTRATO De CONTRATO Nº 68/2022
      ";"ORIGEM: PREGÃO PRESENCIAL PARA ADESÃO Nº 046/2022 - PROCESSO ADMINISTRATIVO Nº 00004191/2022; CONTRATANTE: PREFEITURA MUNICIPAL DE CANABRAVA DO NORTE/MT; CONTRATADO: NT PROMOTORA DE EVENTOS LTDA - EPP; OBJETO: contratação de empresa para prestação de serviços de locação de Telão, para a realização de Rodeio Show no Município de Canabrava do Norte/MT, nos dias 14 a 17 de julho de 2022. VALOR TOTAL: R$ 17.600,00 (dezessete mil e seiscentos reais). VIGÊNCIA: 180 (cento e oitenta) dias após a assinatura do contrato. DATA DA ASSINATURA: 12 de Julho de 2022;"
Estado do Pará;Prefeitura Municipal de São Miguel do Guamá;Edição Nº 133 de 15/07/2022 - Pág. 1818;15/07/2022;https://www.in.gov.br/web/dou/-/extratos-de-contratos-415710434;"
        EXTRATOS DE CONTRATOS
      ";"CONTRATO Nº:20222814 ; ORIGEM: INEXIGIBILIDADE Nº 6/2022-0010; CONTRATANTE.: Prefeitura Municipal de São Miguel do Guamá; CONTRATADA(O): Y M Locações e Eventos Ltda CNPJ: 22.193.568/0001-09; OBJETO: Contratação de serviços especializados em eventos, com o show da Banda Matheus Fernandes (17/07/2022). uma das atrações do Festival de Verão de São Miguel do Guamá, promovido pela Secretaria Municipal de Esporte, Cultura, Lazer e Turismo, nos dias 16 e 17, 23 e 24 de julho de 2022 .VALOR TOTAL: R$ 120.000,00 (Cento e vinte mil reais)VIGÊNCIA: 11 de julho de 2022 a 31 de julho de 2022CONTRATO Nº: 20222813. ORIGEM: INEXIGIBILIDADE Nº 6/2022-0011. CONTRATANTE: PREFEITURA MUNICIPAL DE SÃO MIGUEL DO GUAMÁ. CONTRATADA(O): J D PRODUÇOES E EVENTOS EIRELI. OBJETO: CONTRATAÇÃO DE SERVIÇOS ESPECIALIZADOS EM EVENTOS, COM O SHOWS DA BANDA BALADEIROS E CANTOR TIAGO COSTA, ATRAÇÕES DO FESTIVAL DE VERÃO DE SÃO MIGUEL DO GUAMÁ, PROMOVIDO PELA SECRETARIA MUNICIPAL DE ESPORTE, CULTURA, LAZER E TURISMO, NOS DIAS 16 E 17, 23 E 24 DE JULHO DE 2022. VALOR TOTAL: R$ 65.000,00 (sessenta e cinco mil reais). VIGÊNCIA: 11 de Julho de 2022 a 31 de Julho de 2022."
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 132 de 14/07/2022 - Pág. 258;14/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-inexigibilidade-de-licitacao-n-16/2022/pmx-415297475;"
        EXTRATO DE INEXIGIBILIDADE DE LICITAÇÃO Nº 16/2022/PMX
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 084/2022/PMX.INEXIGIBILIDADE DE LICITAÇÃO Nº 016/2022/PMX.EXTRATO DE CONTRATOCONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 183/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show do cantor BIU DO PISEIRO e todos os componentes da equipe de operação técnica, no dia 16 de julho de 2022, com início a partir das 23H00 horas, na Praia do Pontão situada no Distrito São José do Araguaia, em comemoração ao Veraneio Praia do Pontão, deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ 80.000,00 (oitenta mil reais).LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Governo04.392.0003.2201 - PROMOÇÃO DE EVENTOS NA ""PRAIA DO PONTÃO""3.3.90.39 - Outros Serviços de Terceiros - Pessoa JurídicaCONTRATANTE: o Município de Xinguara, inscrito no CNPJ(MF) sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - Pará, representado pelo seu Prefeito, Dr. MOACIR PIRES DE FARIA.CONTRATADO: R. S. COMERCIO E SERVIÇO EIRELI, estabelecida a AV. Marginal Tamandua, nº 1222, QD. 103, LT. 61-A, bairro Centro, município de Iporá - GO, TEL. (63) 9278-4203, CEP. 76.200-000, inscrita no CNPJ sob o nº 39.235.133/0001-82."
Estado do Pará;Prefeitura Municipal de Oriximiná;Edição Nº 131 de 13/07/2022 - Pág. 240;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-150/2022-pmo-415065529;"
        EXTRATO DE CONTRATO Nº 150/2022-PMO
      ";Origem: INEXIGIBILIDADE Nº INEX-014-PMO/22. Contratante: PREFEITURA MUNICIPAL DE ORIXIMINÁ. CONTRATO Nº 150/2022-PMO. Empresa Contratada: STAR WORLD AGENCIAMENTO E CONSULTORIA LTDA - ME, R$ 54.100,00 (cinquenta e quatro mil, cem reais). Objeto: Contratação de empresa especializada em produção musical com Contrato de Exclusividade com o cantor gospel Eli Soares e banda, artista de renome nacional, para atender à demanda da Secretária Municipal de Cultura e Turismo na realização do show musical para o evento Marcha Para Jesus, conforme o Projeto Básico.Vigência: 11/07/2022 à 31/07/2022. Data da assinatura: 11/07/2022.
Estado de Mato Grosso;Prefeitura Municipal de Canabrava do Norte;Edição Nº 131 de 13/07/2022 - Pág. 215;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-66/2022-415056745;"
        EXTRATO DE CONTRATO Nº 66/2022
      ";"ORIGEM: PREGÃO PRESENCIAL Nº 041/2022 - PROCESSO ADMINISTRATIVO Nº 00003970/2022; CONTRATANTE: PREFEITURA MUNICIPAL DE CANABRAVA DO NORTE/MT; CONTRATADO: NT PROMOTORA DE EVENTOS LTDA - EPP; OBJETO: Contratação de empresa para prestação de serviços de locação de som, para a realização de Rodeio Show no Município de Canabrava do Norte/MT, nos dias 14 a 17 de julho de 2022. VALOR TOTAL: R$ 15.972,00 (quinze mil, novecentos e setenta e dois reais). VIGÊNCIA: 180 (cento e oitenta) dias após a assinatura do contrato. DATA DA ASSINATURA: 12 de Julho de 2022;"
Estado de Mato Grosso;Prefeitura Municipal de Canabrava do Norte;Edição Nº 131 de 13/07/2022 - Pág. 215;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-67/2022-415056668;"
        EXTRATO De CONTRATO Nº 67/2022
      ";"ORIGEM: PREGÃO PRESENCIAL Nº 013/2022 - PROCESSO ADMINISTRATIVO Nº 00001251/2022; CONTRATANTE: PREFEITURA MUNICIPAL DE CANABRAVA DO NORTE/MT; CONTRATADO: NT PROMOTORA DE EVENTOS LTDA - EPP; OBJETO: contratação de empresa para prestação de serviços de locação de Alambrado para Fechamento, para a realização de Rodeio Show no Município de Canabrava do Norte/MT, nos dias 14 a 17 de julho de 2022. VALOR TOTAL: R R$ 7.986,00 (sete mil novecentos e oitenta e seis reais). VIGÊNCIA: 180 (cento e oitenta) dias após a assinatura do contrato. DATA DA ASSINATURA: 12 de Julho de 2022;"
Estado de Mato Grosso;Prefeitura Municipal de Canabrava do Norte;Edição Nº 131 de 13/07/2022 - Pág. 215;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-64/2022-415056591;"
        EXTRATO De CONTRATO Nº 64/2022
      ";"ORIGEM: PREGÃO PRESENCIAL Nº 045/2022 - PROCESSO ADMINISTRATIVO Nº 00003970/2022; CONTRATANTE: PREFEITURA MUNICIPAL DE CANABRAVA DO NORTE/MT; CONTRATADO: NT PROMOTORA DE EVENTOS LTDA - EPP; OBJETO: Contratação de empresa para prestação de serviços de locação de estrutura complementares para a realização de Rodeio Show no Município de Canabrava do Norte/MT, nos dias 14 a 17 de julho de 2022. VALOR TOTAL: R$ 122.000,00 (cento e vinte e dois mil reais). VIGÊNCIA: 180 (cento e oitenta) dias após a assinatura do contrato. DATA DA ASSINATURA: 12 de Julho de 2022;"
Estado de Minas Gerais;Prefeitura Municipal de Leopoldina;Edição Nº 131 de 13/07/2022 - Pág. 224;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-415050037;"
        EXTRATO DE CONTRATO
      ";PREGÃO ELETRÔNICO Nº 32/2022 - PRC nº 489/2022 Objeto: Contratação microempresas - ME, empresas de pequeno porte - EPP ou equiparadas para aquisição de Insumos e equipamentos odontológicos para atender a Secretaria Municipal de Saúde na atenção Básica conforme Emenda Parlamentar 81000794/21 e 71140014/21 de acordo com as especificações e quantitativos constantes do Termo de Referência, Anexo I do referido edital. Empresas Contratadas CONTRATO Nº 195/2022-TY BORTHOLIN COMERCIAL LTDA/CNPJ: 05.291.541/0001-30/Valor Total: R$1.799,00 CONTRATO Nº 196/2022-COMEPI PRODUTOS COMERCIAIS LTDA/CNPJ: 11.768.299/0001-45/Valor Total: R$ 4.260,00 CONTRATO Nº 197/2022-DENTAL SHOW COMER. DE PROD. ODONT. E HOSPIT. EIREI/CNPJ: 11.776.334/0001-78/Valor Total: R$ 39.357,65 CONTRATO Nº 185/2022- ELISVANDIA MATOS DONINI EIRELI/CNPJ: 71.145.270/0001-39/Valor Total: R$ 1.580,90 CONTRATO Nº 186/2022-ARTUR ARENQUE DA SILVA/CNPJ: 15.072.183/0001-28/Valor Total: R$ 3.035,90 CONTRATO Nº 187/2022-PROCIR PRODUTOS PARA SAUDE LTDA/CNPJ: 19.188.783/0001-07/Valor Total: R$ 476,24 CONTRATO Nº 188/2022-I9 SOLUTIONS COMERCIO LTDA/CNPJ: 20.712.427/0001-20 /Valor Total: R$ 476,24 CONTRATO Nº 189/2022-RAPHAEL GONCALVES NICESIO/CNPJ: 22.654.814/0001-82/Valor Total: R$ 476,24 CONTRATO Nº 190/2022-FVP COELHO ME/CNPJ: 26.294.192/0001-80/Valor Total: R$ 2772,88 CONTRATO Nº 191/2022-BHDENTAL COMERCIAL EIRELI EPP/CNPJ: 29.312.896/0001-26/Valor Total: R$ 6.600,00 CONTRATO Nº 192/2022-DENTAL BH BRASIL COM. DE PROD. OD. HOSPITALAR EIRI/CNPJ: 31.401.798/0001-07/Valor Total: R$ 7.685,79 CONTRATO Nº 194/2022-DUARTE DENTAL EIRELI/CNPJ: 65.122.590/0001-70/Valor Total: R$ 40.830,89 Vigência: O prazo de vigência do contrato será até 31 de dezembro de 2022, contados a partir da data de assinatura do Contrato. Data da Assinatura: 23/06/2022 Signatários: Pedro Augusto Junqueira Ferraz - Prefeito Municipal.
Estado de Mato Grosso;Prefeitura Municipal de Canabrava do Norte;Edição Nº 131 de 13/07/2022 - Pág. 215;13/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-65/2022-415046981;"
        EXTRATO De CONTRATO Nº 65/2022
      ";"ORIGEM: PREGÃO PRESENCIAL Nº 014/2022 - PROCESSO ADMINISTRATIVO Nº 00001255/2022; CONTRATANTE: PREFEITURA MUNICIPAL DE CANABRAVA DO NORTE/MT; CONTRATADO: NT PROMOTORA DE EVENTOS LTDA - EPP; OBJETO: Contratação de empresa para prestação de serviços de locação de Gerador de Energia 180 KVA para a realização de Rodeio Show no Município de Canabrava do Norte/MT, nos dias 14 a 17 de julho de 2022. VALOR TOTAL: R$ 9.600,00 (nove mil e seiscentos reais). VIGÊNCIA: 180 (cento e oitenta) dias após a assinatura do contrato. DATA DA ASSINATURA: 12 de Julho de 2022;"
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 130 de 12/07/2022 - Pág. 299;12/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-414628335;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº 20220541ORIGEM INEXIGIBILIDADE Nº 6/2022-08SECULTCONTRATANTE PREFEITURA MUNICIPAL DE PARAUAPEBASCONTRATADA(O) JADSON DE AGUIR TEIXEIRA 76307905204OBJETO CONTRATAÇÃO DA EMPRESA JADSON DE AGUIAR TEIXEIRA 76307905204, PARA A REALIZAÇÃO DE SHOW ARTÍSTICO MUSICAL SILVAN SANTOS PARA AS FESTIVIDADES EM COMEMORAÇÃO AO 28º ANIVERSÁRIO DA VILA PALMARES II, NO MUNICÍPIO DE PARAUAPEBAS, ESTADO DO PARÁ, QUE ACONTECERÁ DIA 23 DE JUNHO DE 2022.VALOR TOTAL R$ R$ 42.000,00 (quarenta e dois mil reais)VIGÊNCIA 30 (trinta) dias, contados a partir da assinatura pelas partes.DATA DA EMISSÃO 22 de junho de 2022.
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 130 de 12/07/2022 - Pág. 299;12/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-414628181;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº 20220549ORIGEM INEXIGIBILIDADE Nº 6/2022-09SECULTCONTRATANTE PREFEITURA MUNICIPAL DE PARAUAPEBASCONTRATADA(O) JAH SYSTEM PRODUÇÕES LTDA-MEOBJETO Contratação da empresa JAH SYSTEM PRODUÇÕES LTDA-ME, para a realização de show musical da banda TRIBO DE JAH para as festividades em comemoração ao 28° aniversário da Vila Palmares II no Município de Parauapebas, Estado do Pará, que acontecerá no dia 26 de Junho de 2022.VALOR TOTAL R$ R$ 60.000,00 (sessenta mil reais)VIGÊNCIA 30 (trinta) dias, contados a partir da assinatura pelas partes.DATA DA EMISSÃO 24 de junho de 2022.
Estado de Sergipe;PREFEITURA MUNICIPAL DE SIRIRI;Edição Nº 129 de 11/07/2022 - Pág. 321;11/07/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-36/2022-414300957;"
        EXTRATO DE CONTRATO nº 36/2022
      ";"OBJETO: prestação de serviços de apresentação de show artístico com a BANDA GIL MENDES, em comemoração ao SÃO JOÃO DA NOSSA TERRA, do município de Siriri/SE, a ser realizado no dia, 19/06/2022 (dezenove de junho de dois mil e vinte e dois), em conformidade com o Convênio nº 928892/2022 firmado entre o Ministério do Turismo e a Prefeitura Municipal de Siriri, de acordo com as especificações constantes da Inexigibilidade de Licitação n° 15/2022, e proposta da Contratada; CONTRATANTE: PREFEITURA MUNICIPAL DE SIRIRI, inscrita no CNPJ sob o nº. 13.110.408-0001-68; EMPRESA CONTRATADA: GM GRAVAÇÕES E EDIÇÕES MUSICAIS LTDA, inscrita no CNPJ nº 26.263.021/0001-93, localizada à Av. Alberto Craveiro, nº 960, Bairro Dias Macedo, CEP 60.860-012, Cidade de Fortaleza, Estado do Ceará; VALOR CONTRATUAL: Pela realização do show com a BANDA GIL MENDES, a CONTRATANTE pagará à CONTRATADA o valor global de: R$ 60.000,00 (sessenta mil reais); CLASSIFICAÇÃO ORÇAMENTÁRIA: 02008 - Secretaria Municipal de Esporte, Lazer, Turismo e Cultura/6304 - Incentivo a Manifestações Culturais e Artísticas/3390.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica/Fonte de Recurso: 170633110 Transferência Especial da União/Fontes de Recursos: Próprios, Royalties e Convênio; VIGÊNCIA CONTRATUAL: O presente Contrato terá prazo de vigência da data de sua assinatura até a data de 30/12/2022 (trinta de dezembro de dois mil e vinte e dois)."
